Timestamp,cpu_usage_x,mem_usage_x,net_in_rate_x,net_out_rate_x,disk_in_rate_x,disk_out_rate_x,cpu_usage_y,mem_usage_y,net_in_rate_y,net_out_rate_y,disk_in_rate_y,disk_out_rate_y,avg_lat
1706415042,3.56,9.77,151.28,331.32,0.0,0.0,0.06,199.99,904.16,999.59,200.0,200.0,0.7760528898240308
1706415043,3.55,9.77,151.29,331.28,0.0,0.0,0.06,199.99,904.14,999.59,200.0,200.0,1.1462152133072159
1706415044,3.55,9.77,151.31,331.23,0.0,0.0,0.06,199.99,904.13,999.59,200.0,200.0,0.7760528898240308
1706415045,3.54,9.77,151.33,331.19,0.0,0.0,0.06,199.99,904.11,999.59,200.0,200.0,1.1123394342393382
1706415046,3.53,9.77,151.34,331.15,0.0,0.0,0.06,199.99,904.09,999.59,200.0,200.0,0.7838523510329137
1706415047,3.53,9.77,151.36,331.11,0.0,0.0,0.06,199.99,904.0699999999999,999.59,200.0,200.0,0.7683310345508432
1706415048,3.53,9.77,151.41,331.01,0.0,0.0,0.06,199.99,904.11,999.59,200.0,200.0,1.037138414122438
1706415049,3.53,9.77,151.46,330.91,0.0,0.0,0.06,199.99,904.16,999.59,200.0,200.0,0.7838523510329137
1706415050,3.53,9.77,151.51,330.81,0.0,0.0,0.06,199.99,904.2,999.59,200.0,200.0,1.006486341656703
1706415051,3.54,9.77,151.56,330.72,0.0,0.0,0.06,199.99,904.24,999.59,200.0,200.0,1.2667637196030104
1706415052,3.54,9.77,151.6,330.62,0.0,0.0,0.06,199.99,904.28,999.59,200.0,200.0,0.9767401748383252
1706415053,3.54,9.77,151.61,330.67,0.0,0.0,0.06,199.99,904.23,999.59,200.0,200.0,0.9573994235419346
1706415054,3.54,9.77,151.61,330.73,0.0,0.0,0.06,199.99,904.1800000000001,999.59,200.0,200.0,0.9767401748383252
1706415055,3.54,9.77,151.62,330.78,0.0,0.0,0.06,199.99,904.13,999.59,200.0,200.0,0.9767401748383252
1706415056,3.54,9.77,151.62,330.84,0.0,0.0,0.06,199.99,904.08,999.59,200.0,200.0,0.9478731401092417
1706415057,3.54,9.77,151.63,330.89,0.0,0.0,0.06,199.99,904.03,999.58,200.0,200.0,0.9016448215657986
1706415058,3.54,9.77,151.64,330.84,0.0,0.0,0.06,199.99,904.0699999999999,999.59,200.0,200.0,0.8662908224268001
1706415059,3.54,9.77,151.66,330.79,0.0,0.0,0.06,199.99,904.11,999.59,200.0,200.0,1.947342058517733
1706415060,3.53,9.77,151.68,330.73,0.0,0.0,0.06,199.99,904.15,999.59,200.0,200.0,0.9198592551896129
1706415061,3.53,9.77,151.69,330.68,0.0,0.0,0.06,199.99,904.19,999.59,200.0,200.0,1.0903136377081863
1706415062,3.53,9.77,151.71,330.62,0.0,0.0,0.06,199.99,904.23,999.59,200.0,200.0,0.8491371148405675
1706415063,3.53,9.77,151.71,330.75,0.0,0.0,0.06,199.99,904.23,999.59,200.0,200.0,0.9478731401092417
1706415064,3.54,9.77,151.71,330.88,0.0,0.0,0.06,199.99,904.24,999.59,200.0,200.0,0.8837910578927018
1706415065,3.54,9.77,151.72,331.0,0.0,0.0,0.06,199.99,904.25,999.59,200.0,200.0,1.2049829239763552
1706415066,3.55,9.77,151.72,331.13,0.0,0.0,0.06,199.99,904.25,999.59,200.0,200.0,0.9478731401092417
1706415067,3.55,9.77,151.72,331.26,0.0,0.0,0.06,199.99,904.26,999.59,200.0,200.0,0.8837910578927018
1706415068,3.55,9.77,151.65,331.25,0.0,0.0,0.06,199.99,902.77,999.58,200.0,200.0,0.9291039943981869
1706415069,3.55,9.77,151.57,331.23,0.0,0.0,0.06,199.99,901.28,999.57,200.0,200.0,0.9291039943981869
1706415070,3.55,9.77,151.49,331.22,0.0,0.0,0.06,199.99,899.78,999.56,200.0,200.0,1.5472287010603527
1706415071,3.54,9.77,151.41,331.21,0.0,0.0,0.06,199.99,898.29,999.55,200.0,200.0,1.229325193750036
1706415072,3.54,9.77,151.34,331.2,0.0,0.0,0.06,199.99,896.8,999.55,200.0,200.0,1.0580899998809357
1706415073,3.55,9.77,151.34,331.21,0.0,0.0,0.06,199.99,888.71,999.51,200.0,200.0,0.9573994235419346
1706415074,3.55,9.77,151.33,331.21,0.0,0.0,0.07,199.99,880.61,999.48,200.0,200.0,0.9291039943981869
1706415075,3.55,9.77,151.33,331.22,0.0,0.0,0.07,199.99,872.52,999.44,200.0,200.0,0.9478731401092417
1706415076,3.55,9.77,151.33,331.22,0.0,0.0,0.07,199.99,864.42,999.41,200.0,200.0,0.9670214477148172
1706415077,3.56,9.77,151.33,331.23,0.0,0.0,0.08,199.99,856.3199999999999,999.37,200.0,200.0,0.9016448215657986
1706415078,3.56,9.77,151.26,331.18,0.0,0.0,0.08,199.99,856.31,999.37,200.0,200.0,1.192993143553377
1706415079,3.56,9.77,151.2,331.13,0.0,0.0,0.08,199.99,856.29,999.37,200.0,200.0,0.9865565767932698
1706415080,3.55,9.77,151.14,331.07,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,1.0580899998809357
1706415081,3.55,9.77,151.08,331.02,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,1.006486341656703
1706415082,3.55,9.77,151.01,330.97,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,0.8926733056920172
1706415083,3.55,9.77,150.96,331.15,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,0.8158419723310907
1706415084,3.55,9.77,150.92,331.32,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,0.9964716352280271
1706415085,3.55,9.77,150.87,331.5,0.0,0.0,0.08,199.99,856.21,999.37,200.0,200.0,1.0794648357474406
1706415086,3.55,9.77,150.82,331.68,0.0,0.0,0.08,199.99,856.19,999.37,200.0,200.0,0.8077242090719897
1706415087,3.56,9.77,150.77,331.85,0.0,0.0,0.08,199.99,856.1800000000001,999.37,200.0,200.0,0.7760528898240308
1706415088,3.56,9.77,150.95,331.66,0.0,0.0,0.08,199.99,856.21,999.37,200.0,200.0,0.8158419723310907
1706415089,3.56,9.77,151.14,331.47,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,1.0475618284737775
1706415090,3.56,9.77,151.32,331.28,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,0.9107065026731097
1706415091,3.56,9.77,151.5,331.09,0.0,0.0,0.08,199.99,856.29,999.37,200.0,200.0,0.7996872189069016
1706415092,3.57,9.77,151.68,330.89,0.0,0.0,0.08,199.99,856.31,999.37,200.0,200.0,0.7683310345508432
1706415093,3.56,9.77,151.7,330.9,0.0,0.0,0.08,199.99,856.29,999.37,200.0,200.0,0.7996872189069016
1706415094,3.55,9.77,151.73,330.91,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,1.192993143553377
1706415095,3.54,9.77,151.76,330.91,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,0.8576710847220836
1706415096,3.54,9.77,151.79,330.92,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,0.9107065026731097
1706415097,3.53,9.77,151.82,330.92,0.0,0.0,0.08,199.99,856.21,999.37,200.0,200.0,0.9198592551896129
1706415098,3.52,9.77,151.79,330.91,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,1.6594154401585628
1706415099,3.52,9.77,151.77,330.9,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,1.0903136377081863
1706415100,3.51,9.77,151.74,330.89,0.0,0.0,0.08,199.99,856.24,999.37,200.0,200.0,0.8749971899356709
1706415101,3.51,9.77,151.71,330.88,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,0.9478731401092417
1706415102,3.5,9.77,151.69,330.87,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,1.0475618284737775
1706415103,3.51,9.77,151.68,330.84,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,1.0794648357474406
1706415104,3.52,9.77,151.68,330.82,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,0.9670214477148172
1706415105,3.52,9.77,151.67,330.79,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,1.4865609959321537
1706415106,3.53,9.77,151.67,330.77,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,1.399990422978581
1706415107,3.53,9.77,151.66,330.74,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,1.0268187144767955
1706415108,3.53,9.77,151.89,330.55,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,1.709952164023862
1706415109,3.52,9.77,152.13,330.36,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,0.9767401748383252
1706415110,3.51,9.77,152.36,330.16,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,1.1348101813755764
1706415111,3.51,9.77,152.59,329.97,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,0.9384416447804566
1706415112,3.5,9.77,152.83,329.78,0.0,0.0,0.08,199.99,856.24,999.37,200.0,200.0,0.8837910578927018
1706415113,3.51,9.77,152.68,329.96,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,0.9198592551896129
1706415114,3.52,9.77,152.52,330.14,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,0.9964716352280271
1706415115,3.52,9.77,152.37,330.32,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,1.4140605606457508
1706415116,3.53,9.77,152.22,330.5,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,1.0166016975582859
1706415117,3.54,9.77,152.07,330.68,0.0,0.0,0.08,199.99,856.21,999.37,200.0,200.0,1.1811226634389183
1706415118,3.54,9.77,152.0,330.7,0.0,0.0,0.08,199.99,856.24,999.37,200.0,200.0,0.9384416447804566
1706415119,3.54,9.77,151.94,330.71,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,0.9384416447804566
1706415120,3.54,9.77,151.87,330.72,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,1.331712084356427
1706415121,3.54,9.77,151.81,330.74,0.0,0.0,0.08,199.99,856.31,999.37,200.0,200.0,0.9865565767932698
1706415122,3.55,9.77,151.74,330.75,0.0,0.0,0.08,199.99,856.33,999.37,200.0,200.0,0.9198592551896129
1706415123,3.55,9.77,151.69,330.82,0.0,0.0,0.08,199.99,856.3,999.37,200.0,200.0,0.9107065026731097
1706415124,3.55,9.77,151.65,330.89,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,0.9198592551896129
1706415125,3.56,9.77,151.6,330.96,0.0,0.0,0.08,199.99,856.24,999.37,200.0,200.0,1.0794648357474406
1706415126,3.56,9.77,151.55,331.03,0.0,0.0,0.08,199.99,856.21,999.37,200.0,200.0,1.4140605606457508
1706415127,3.56,9.77,151.5,331.1,0.0,0.0,0.08,199.99,856.1800000000001,999.38,200.0,200.0,0.9384416447804566
1706415128,3.56,9.77,151.43,331.2,0.0,0.0,0.08,199.99,856.19,999.37,200.0,200.0,0.9767401748383252
1706415129,3.56,9.77,151.37,331.3,0.0,0.0,0.08,199.99,856.2,999.37,200.0,200.0,0.7531170607271432
1706415130,3.56,9.77,151.3,331.4,0.0,0.0,0.08,199.99,856.21,999.37,200.0,200.0,0.7838523510329137
1706415131,3.56,9.77,151.23,331.5,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,0.8323230734222502
1706415132,3.56,9.77,151.16,331.6,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,1.0268187144767955
1706415133,3.55,9.77,151.25,331.58,0.0,0.0,0.08,199.99,856.24,999.37,200.0,200.0,0.8077242090719897
1706415134,3.55,9.77,151.34,331.55,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,0.8240413204672954
1706415135,3.54,9.77,151.44,331.53,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,0.7917301981301125
1706415136,3.54,9.77,151.53,331.5,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,0.8576710847220836
1706415137,3.54,9.77,151.62,331.48,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,0.7606860130213886
1706415138,3.54,9.77,151.51,331.55,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,0.7996872189069016
1706415139,3.55,9.77,151.4,331.63,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,0.9865565767932698
1706415140,3.55,9.77,151.29,331.7,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,0.8077242090719897
1706415141,3.56,9.77,151.19,331.78,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,0.7838523510329137
1706415142,3.56,9.77,151.08,331.86,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,0.8240413204672954
1706415143,3.56,9.77,151.15,331.75,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,0.9670214477148172
1706415144,3.55,9.77,151.22,331.64,0.0,0.0,0.08,199.99,856.3,999.37,200.0,200.0,1.6760928425942045
1706415145,3.54,9.77,151.29,331.52,0.0,0.0,0.08,199.99,856.3199999999999,999.37,200.0,200.0,0.8837910578927018
1706415146,3.53,9.77,151.37,331.41,0.0,0.0,0.08,199.99,856.35,999.37,200.0,200.0,0.9478731401092417
1706415147,3.53,9.77,151.44,331.3,0.0,0.0,0.08,199.99,856.37,999.37,200.0,200.0,0.9767401748383252
1706415148,3.53,9.77,151.43,331.31,0.0,0.0,0.08,199.99,856.31,999.37,200.0,200.0,1.0794648357474406
1706415149,3.54,9.77,151.43,331.32,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,0.9478731401092417
1706415150,3.54,9.77,151.42,331.33,0.0,0.0,0.08,199.99,856.2,999.37,200.0,200.0,1.2049829239763552
1706415151,3.55,9.77,151.41,331.35,0.0,0.0,0.08,199.99,856.14,999.37,200.0,200.0,0.9198592551896129
1706415152,3.55,9.77,151.4,331.36,0.0,0.0,0.08,199.99,856.08,999.37,200.0,200.0,0.9291039943981869
1706415153,3.55,9.77,151.46,331.26,0.0,0.0,0.08,199.99,856.13,999.37,200.0,200.0,1.006486341656703
1706415154,3.54,9.77,151.52,331.16,0.0,0.0,0.08,199.99,856.17,999.37,200.0,200.0,1.3586144529902506
1706415155,3.53,9.77,151.58,331.06,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,0.9107065026731097
1706415156,3.52,9.77,151.64,330.96,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,1.5627786080234296
1706415157,3.52,9.77,151.7,330.86,0.0,0.0,0.08,199.99,856.31,999.37,200.0,200.0,1.037138414122438
1706415158,3.52,9.77,151.62,330.89,0.0,0.0,0.08,199.99,856.3,999.37,200.0,200.0,1.0268187144767955
1706415159,3.52,9.77,151.53,330.92,0.0,0.0,0.08,199.99,856.29,999.37,200.0,200.0,1.217093203695887
1706415160,3.52,9.77,151.44,330.95,0.0,0.0,0.08,199.99,856.29,999.37,200.0,200.0,0.9670214477148172
1706415161,3.52,9.77,151.36,330.98,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,1.5627786080234296
1706415162,3.52,9.77,151.27,331.0,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,0.9865565767932698
1706415163,3.53,9.77,151.41,330.93,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,1.3860602855203714
1706415164,3.53,9.77,151.55,330.85,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,1.2541592099924381
1706415165,3.53,9.77,151.69,330.78,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,1.0475618284737775
1706415166,3.54,9.77,151.83,330.7,0.0,0.0,0.08,199.99,856.24,999.37,200.0,200.0,0.9964716352280271
1706415167,3.54,9.77,151.97,330.62,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,1.331712084356427
1706415168,3.54,9.77,151.92,330.67,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,0.9291039943981869
1706415169,3.54,9.77,151.86,330.71,0.0,0.0,0.08,199.99,856.21,999.37,200.0,200.0,0.9384416447804566
1706415170,3.55,9.77,151.8,330.76,0.0,0.0,0.08,199.99,856.2,999.37,200.0,200.0,0.9478731401092417
1706415171,3.55,9.77,151.74,330.81,0.0,0.0,0.08,199.99,856.19,999.37,200.0,200.0,0.9670214477148172
1706415172,3.55,9.77,151.68,330.85,0.0,0.0,0.08,199.99,856.1800000000001,999.37,200.0,200.0,0.9384416447804566
1706415173,3.55,9.77,151.65,330.9,0.0,0.0,0.08,199.99,856.19,999.37,200.0,200.0,0.9107065026731097
1706415174,3.56,9.77,151.62,330.95,0.0,0.0,0.08,199.99,856.2,999.37,200.0,200.0,1.1693702965750754
1706415175,3.56,9.77,151.59,330.99,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,0.9865565767932698
1706415177,3.56,9.77,151.55,331.04,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,1.006486341656703
1706415178,3.57,9.77,151.59,331.01,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,0.8323230734222502
1706415179,3.57,9.77,151.62,330.99,0.0,0.0,0.08,199.99,856.24,999.37,200.0,200.0,0.840688059378152
1706415180,3.58,9.77,151.65,330.96,0.0,0.0,0.08,199.99,856.24,999.37,200.0,200.0,0.8158419723310907
1706415181,3.58,9.77,151.69,330.93,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,0.7838523510329137
1706415182,3.59,9.77,151.72,330.9,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,1.3586144529902506
1706415183,3.58,9.77,151.66,331.01,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,1.1348101813755764
1706415184,3.57,9.77,151.6,331.12,0.0,0.0,0.08,199.99,856.3,999.37,200.0,200.0,0.8240413204672954
1706415185,3.56,9.77,151.55,331.23,0.0,0.0,0.08,199.99,856.3199999999999,999.37,200.0,200.0,0.7917301981301125
1706415186,3.56,9.77,151.49,331.35,0.0,0.0,0.08,199.99,856.34,999.37,200.0,200.0,0.8158419723310907
1706415187,3.55,9.77,151.43,331.46,0.0,0.0,0.08,199.99,856.36,999.37,200.0,200.0,1.594348830070651
1706415188,3.54,9.77,151.45,331.4,0.0,0.0,0.08,199.99,856.34,999.37,200.0,200.0,0.7917301981301125
1706415189,3.54,9.77,151.47,331.35,0.0,0.0,0.08,199.99,856.3199999999999,999.37,200.0,200.0,0.9107065026731097
1706415190,3.53,9.77,151.48,331.29,0.0,0.0,0.08,199.99,856.29,999.37,200.0,200.0,1.2416801173480012
1706415191,3.53,9.77,151.5,331.23,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,0.9107065026731097
1706415192,3.52,9.77,151.52,331.18,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,1.0166016975582859
1706415193,3.52,9.77,151.45,331.14,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,1.1811226634389183
1706415194,3.52,9.77,151.38,331.11,0.0,0.0,0.08,199.99,856.24,999.37,200.0,200.0,1.6429039806497876
1706415195,3.52,9.77,151.31,331.07,0.0,0.0,0.08,199.99,856.24,999.37,200.0,200.0,0.9573994235419346
1706415196,3.53,9.77,151.24,331.04,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,0.840688059378152
1706415197,3.53,9.77,151.17,331.0,0.0,0.0,0.08,199.99,856.23,999.36,200.0,200.0,0.9670214477148172
1706415198,3.53,9.77,151.23,330.99,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,0.8662908224268001
1706415199,3.53,9.77,151.29,330.99,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,1.3184613277188386
1706415200,3.53,9.77,151.35,330.98,0.0,0.0,0.08,199.99,856.21,999.37,200.0,200.0,0.9964716352280271
1706415201,3.53,9.77,151.41,330.97,0.0,0.0,0.08,199.99,856.21,999.37,200.0,200.0,1.0268187144767955
1706415202,3.54,9.77,151.47,330.96,0.0,0.0,0.08,199.99,856.2,999.37,200.0,200.0,0.9767401748383252
1706415203,3.54,9.77,151.52,330.97,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,0.8158419723310907
1706415204,3.54,9.77,151.57,330.98,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,0.9670214477148172
1706415205,3.54,9.77,151.61,330.99,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,1.2541592099924381
1706415206,3.55,9.77,151.66,331.0,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,0.9291039943981869
1706415207,3.55,9.77,151.71,331.0,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,0.9573994235419346
1706415208,3.55,9.77,151.66,331.04,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,1.0687239811698264
1706415209,3.55,9.77,151.61,331.08,0.0,0.0,0.08,199.99,856.29,999.37,200.0,200.0,0.9670214477148172
1706415210,3.56,9.77,151.56,331.12,0.0,0.0,0.08,199.99,856.29,999.37,200.0,200.0,1.6760928425942045
1706415211,3.56,9.77,151.5,331.16,0.0,0.0,0.08,199.99,856.29,999.37,200.0,200.0,1.006486341656703
1706415212,3.56,9.77,151.45,331.2,0.0,0.0,0.08,199.99,856.3,999.37,200.0,200.0,0.9865565767932698
1706415213,3.56,9.77,151.54,331.09,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,0.8837910578927018
1706415214,3.56,9.77,151.63,330.99,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,0.9478731401092417
1706415215,3.57,9.77,151.71,330.89,0.0,0.0,0.08,199.99,856.24,999.37,200.0,200.0,0.9670214477148172
1706415216,3.57,9.77,151.8,330.78,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,1.0687239811698264
1706415217,3.57,9.77,151.89,330.68,0.0,0.0,0.08,199.99,856.21,999.37,200.0,200.0,1.4426264788497807
1706415218,3.57,9.77,151.83,330.72,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,0.7838523510329137
1706415219,3.57,9.77,151.77,330.76,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,1.006486341656703
1706415220,3.57,9.77,151.71,330.8,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,1.006486341656703
1706415221,3.57,9.77,151.65,330.84,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,0.8926733056920172
1706415222,3.57,9.77,151.59,330.87,0.0,0.0,0.08,199.99,856.28,999.37,200.0,200.0,1.1811226634389183
1706415223,3.56,9.77,151.58,330.91,0.0,0.0,0.08,199.99,856.29,999.37,200.0,200.0,2.9935662303783825
1706415224,3.56,9.77,151.57,330.95,0.0,0.0,0.08,199.99,856.3,999.37,200.0,200.0,1.192993143553377
1706415225,3.55,9.77,151.55,330.98,0.0,0.0,0.08,199.99,856.31,999.37,200.0,200.0,0.8576710847220836
1706415226,3.55,9.77,151.54,331.02,0.0,0.0,0.08,199.99,856.3199999999999,999.37,200.0,200.0,1.0475618284737775
1706415227,3.54,9.77,151.52,331.06,0.0,0.0,0.08,199.99,856.33,999.37,200.0,200.0,0.8240413204672954
1706415228,3.54,9.77,151.52,331.1,0.0,0.0,0.08,199.99,856.3,999.37,200.0,200.0,0.7838523510329137
1706415229,3.55,9.77,151.51,331.14,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,1.0794648357474406
1706415230,3.55,9.77,151.5,331.18,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,0.840688059378152
1706415231,3.55,9.77,151.49,331.22,0.0,0.0,0.08,199.99,856.2,999.37,200.0,200.0,0.8240413204672954
1706415232,3.56,9.77,151.48,331.26,0.0,0.0,0.08,199.99,856.16,999.37,200.0,200.0,0.8077242090719897
1706415233,3.55,9.77,151.49,331.18,0.0,0.0,0.08,199.99,856.2,999.37,200.0,200.0,0.840688059378152
1706415234,3.55,9.77,151.5,331.1,0.0,0.0,0.08,199.99,856.23,999.37,200.0,200.0,0.7996872189069016
1706415235,3.55,9.77,151.5,331.02,0.0,0.0,0.08,199.99,856.26,999.37,200.0,200.0,1.037138414122438
1706415236,3.55,9.77,151.51,330.93,0.0,0.0,0.08,199.99,856.3,999.37,200.0,200.0,1.157734867715369
1706415237,3.55,9.77,151.52,330.85,0.0,0.0,0.08,199.99,856.33,999.37,200.0,200.0,0.9670214477148172
1706415238,3.54,9.77,151.67,330.85,0.0,0.0,0.08,199.99,856.3,999.37,200.0,200.0,0.8662908224268001
1706415239,3.54,9.77,151.82,330.84,0.0,0.0,0.08,199.99,856.27,999.37,200.0,200.0,1.0903136377081863
1706415240,3.54,9.77,151.98,330.84,0.0,0.0,0.08,199.99,856.25,999.37,200.0,200.0,1.0268187144767955
1706415241,3.54,9.77,152.13,330.84,0.0,0.0,0.08,199.99,856.22,999.37,200.0,200.0,0.9291039943981869
1706415242,3.54,9.77,152.28,330.83,0.0,0.0,0.08,199.99,856.19,999.37,200.0,200.0,1.4140605606457508
1706415243,3.55,9.77,152.17,330.78,0.0,0.0,0.08,199.99,856.19,999.37,200.0,200.0,0.9198592551896129
1706415244,3.55,9.77,152.06,330.73,0.0,0.0,0.08,199.99,856.19,999.37,200.0,200.0,0.8491371148405675
1706415245,3.55,9.77,151.94,330.68,0.0,0.0,0.08,199.99,856.19,999.37,200.0,200.0,0.9478731401092417
1706415246,3.55,9.77,151.83,330.63,0.0,0.0,0.08,199.99,856.19,999.37,200.0,200.0,0.9384416447804566
1706415247,3.55,9.77,151.72,330.58,0.0,0.0,0.08,199.99,856.19,999.37,200.0,200.0,0.9016448215657986
1706415248,3.55,9.77,151.7,330.76,0.0,0.0,0.08,199.99,856.03,999.37,200.0,200.0,1.0268187144767955
1706415249,3.54,9.77,151.68,330.93,0.0,0.0,0.08,199.99,855.87,999.37,200.0,200.0,1.3722687552457682
1706415250,3.54,9.77,151.66,331.11,0.0,0.0,0.08,199.99,855.71,999.37,200.0,200.0,0.9573994235419346
1706415251,3.54,9.77,151.64,331.29,0.0,0.0,0.08,199.99,855.55,999.37,200.0,200.0,0.8662908224268001
1706415252,3.54,9.77,151.62,331.47,0.0,0.0,0.08,199.99,855.39,999.37,200.0,200.0,0.9291039943981869
1706415253,3.54,9.77,151.66,331.29,0.0,0.0,0.08,199.99,845.99,999.32,200.0,200.0,1.006486341656703
1706415254,3.54,9.77,151.7,331.12,0.0,0.0,0.09,199.99,836.58,999.28,200.0,200.0,1.2049829239763552
1706415255,3.54,9.77,151.73,330.94,0.0,0.0,0.09,199.99,827.1800000000001,999.24,200.0,200.0,1.3450960133122145
1706415256,3.55,9.77,151.77,330.77,0.0,0.0,0.1,199.99,817.77,999.2,200.0,200.0,0.9767401748383252
1706415257,3.55,9.77,151.81,330.59,0.0,0.0,0.1,199.99,808.36,999.15,200.0,200.0,0.9478731401092417
1706415258,3.55,9.77,151.84,330.64,0.0,0.0,0.1,199.99,808.36,999.15,200.0,200.0,0.8749971899356709
1706415259,3.56,9.77,151.86,330.68,0.0,0.0,0.1,199.99,808.35,999.16,200.0,200.0,0.9478731401092417
1706415260,3.56,9.77,151.89,330.73,0.0,0.0,0.1,199.99,808.35,999.16,200.0,200.0,1.0903136377081863
1706415261,3.56,9.77,151.91,330.78,0.0,0.0,0.1,199.99,808.34,999.16,200.0,200.0,1.428272105547373
1706415262,3.57,9.77,151.94,330.82,0.0,0.0,0.1,199.99,808.34,999.16,200.0,200.0,0.9865565767932698
1706415263,3.56,9.77,151.94,330.79,0.0,0.0,0.1,199.99,808.33,999.16,200.0,200.0,0.9107065026731097
1706415264,3.55,9.77,151.93,330.77,0.0,0.0,0.1,199.99,808.3199999999999,999.16,200.0,200.0,1.006486341656703
1706415265,3.54,9.77,151.93,330.74,0.0,0.0,0.1,199.99,808.3,999.16,200.0,200.0,1.0268187144767955
